Text,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,DayOfWeek,TimePeriod,CleanedText,ComputedSentiment,ExtractedHashtags
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Australia,2018,8,22,17,Wednesday,Evening,a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,Neutral,"['#Playful', '#CarnivalEscapade']"
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",2021-12-08 14:30:00, SkyArtist ,Twitter, #Inspired #CloudsOfCreativity ,18.0,36.0,India,2021,12,8,14,Wednesday,Afternoon,floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams,Neutral,"['#Inspired', '#CloudsOfCreativity']"
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",2019-04-27 09:50:00, RiverNavigator ,Instagram, #Contentment #TranquilWaters ,20.0,40.0,Canada,2019,4,27,9,Saturday,Morning,navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance,Neutral,"['#Contentment', '#TranquilWaters']"
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",2023-09-03 21:40:00, LanternWanderer ,Facebook, #Empathetic #LanternOfCompassion ,16.0,32.0,Usa,2023,9,3,21,Sunday,Evening,with empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care,Negative,"['#Empathetic', '#LanternOfCompassion']"
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",2020-06-10 10:05:00, DreamSoarer ,Twitter, #FreeSpirit #WingsOfDreams ,22.0,44.0,Uk,2020,6,10,10,Wednesday,Morning,a free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities,Neutral,"['#FreeSpirit', '#WingsOfDreams']"
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",2022-04-01 18:30:00, SunsetAdmirer ,Instagram, #Grateful #GoldenHues ,19.0,38.0,Australia,2022,4,1,18,Friday,Evening,bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart,Positive,"['#Grateful', '#GoldenHues']"
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",2021-01-15 13:00:00, DanceStrider ,Facebook, #Confident #DanceOfLife ,23.0,46.0,Canada,2021,1,15,13,Friday,Afternoon,confident strides in the dance of life a ballroom where selfassuredness leads twirling through challenges with grace,Positive,"['#Confident', '#DanceOfLife']"
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",2023-05-06 07:20:00, WindWhisperer ,Twitter, #Hopeful #BrighterTomorrows ,15.0,30.0,India,2023,5,6,7,Saturday,Morning,hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities,Neutral,"['#Hopeful', '#BrighterTomorrows']"
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",2019-11-18 15:15:00, JugglingArtist ,Instagram, #Playful #JugglingResponsibilities ,25.0,50.0,Usa,2019,11,18,15,Monday,Afternoon,playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air,Positive,"['#Playful', '#JugglingResponsibilities']"
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",2020-08-29 20:45:00, StarStoryteller ,Facebook, #Inspired #TalesToTheStars ,14.0,28.0,Uk,2020,8,29,20,Saturday,Evening,whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination,Neutral,"['#Inspired', '#TalesToTheStars']"
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",2022-10-30 11:40:00, WaveNavigator ,Twitter, #Hopeful #SailorOfDreams ,17.0,34.0,Australia,2022,10,30,11,Sunday,Morning,charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored,Neutral,"['#Hopeful', '#SailorOfDreams']"
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",2021-07-01 12:10:00, RainNurturer ,Instagram, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12,Thursday,Afternoon,a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,Neutral,"['#Compassionate', '#TearsOfEmpathy']"
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",2020-01-05 08:45:00, PeakConqueror ,Twitter, #Proud #ScalingPeaks ,23.0,46.0,Usa,2020,1,5,8,Sunday,Morning,proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,Positive,"['#Proud', '#ScalingPeaks']"
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,Uk,2022,7,17,6,Sunday,Morning,embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,Neutral,"['#Hopeful', '#SeedsOfOptimism']"
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Australia,2018,8,22,17,Wednesday,Evening,a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,Neutral,"['#Playful', '#CarnivalEscapade']"
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",2021-12-08 14:30:00, SkyArtist ,Twitter, #Inspired #CloudsOfCreativity ,18.0,36.0,India,2021,12,8,14,Wednesday,Afternoon,floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams,Neutral,"['#Inspired', '#CloudsOfCreativity']"
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",2019-04-27 09:50:00, RiverNavigator ,Instagram, #Contentment #TranquilWaters ,20.0,40.0,Canada,2019,4,27,9,Saturday,Morning,navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance,Neutral,"['#Contentment', '#TranquilWaters']"
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",2023-09-03 21:40:00, LanternWanderer ,Facebook, #Empathetic #LanternOfCompassion ,16.0,32.0,Usa,2023,9,3,21,Sunday,Evening,with empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care,Negative,"['#Empathetic', '#LanternOfCompassion']"
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",2020-06-10 10:05:00, DreamSoarer ,Twitter, #FreeSpirit #WingsOfDreams ,22.0,44.0,Uk,2020,6,10,10,Wednesday,Morning,a free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities,Neutral,"['#FreeSpirit', '#WingsOfDreams']"
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",2022-04-01 18:30:00, SunsetAdmirer ,Instagram, #Grateful #GoldenHues ,19.0,38.0,Australia,2022,4,1,18,Friday,Evening,bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart,Positive,"['#Grateful', '#GoldenHues']"
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",2021-01-15 13:00:00, DanceStrider ,Facebook, #Confident #DanceOfLife ,23.0,46.0,Canada,2021,1,15,13,Friday,Afternoon,confident strides in the dance of life a ballroom where selfassuredness leads twirling through challenges with grace,Positive,"['#Confident', '#DanceOfLife']"
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",2023-05-06 07:20:00, WindWhisperer ,Twitter, #Hopeful #BrighterTomorrows ,15.0,30.0,India,2023,5,6,7,Saturday,Morning,hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities,Neutral,"['#Hopeful', '#BrighterTomorrows']"
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",2019-11-18 15:15:00, JugglingArtist ,Instagram, #Playful #JugglingResponsibilities ,25.0,50.0,Usa,2019,11,18,15,Monday,Afternoon,playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air,Positive,"['#Playful', '#JugglingResponsibilities']"
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",2020-08-29 20:45:00, StarStoryteller ,Facebook, #Inspired #TalesToTheStars ,14.0,28.0,Uk,2020,8,29,20,Saturday,Evening,whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination,Neutral,"['#Inspired', '#TalesToTheStars']"
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",2022-10-30 11:40:00, WaveNavigator ,Twitter, #Hopeful #SailorOfDreams ,17.0,34.0,Australia,2022,10,30,11,Sunday,Morning,charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored,Neutral,"['#Hopeful', '#SailorOfDreams']"
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",2021-07-01 12:10:00, RainNurturer ,Instagram, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12,Thursday,Afternoon,a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,Neutral,"['#Compassionate', '#TearsOfEmpathy']"
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",2020-01-05 08:45:00, PeakConqueror ,Twitter, #Proud #ScalingPeaks ,23.0,46.0,Usa,2020,1,5,8,Sunday,Morning,proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,Positive,"['#Proud', '#ScalingPeaks']"
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,India,2022,7,17,6,Sunday,Morning,embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,Neutral,"['#Hopeful', '#SeedsOfOptimism']"
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Australia,2018,8,22,17,Wednesday,Evening,a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,Neutral,"['#Playful', '#CarnivalEscapade']"
" Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",2021-09-15 16:00:00, ShatteredHeart ,Instagram, #Despair #EchoingSilence ,8.0,16.0,Canada,2021,9,15,16,Wednesday,Afternoon,drowning in the abyss of despair a heart shattered into fragments lost in the echoing silence of hopelessness,Neutral,"['#Despair', '#EchoingSilence']"
" Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",2019-03-08 14:20:00, VenomousSoul ,Facebook, #Bitterness #ResentmentWeb ,12.0,24.0,Uk,2019,3,8,14,Friday,Afternoon,bitterness festering like a venomous vine entwining the soul in a web of resentment poisoning the garden of peace,Neutral,"['#Bitterness', '#ResentmentWeb']"
" Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",2017-07-20 11:45:00, DesertWanderer ,Twitter, #Loneliness #MiragesOfConnection ,15.0,30.0,Usa,2017,7,20,11,Thursday,Morning,wandering through the desert of loneliness each step a heavy sigh mirages of connection shimmering but never materializing,Negative,"['#Loneliness', '#MiragesOfConnection']"
" Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",2020-11-02 19:30:00, ColdEmbrace ,Instagram, #Yearning #DistantWarmth ,10.0,20.0,Australia,2020,11,2,19,Monday,Evening,yearning for a touch thats not there echoes of a distant warmth haunting the heart in the cold embrace of solitude,Negative,"['#Yearning', '#DistantWarmth']"
" Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",2022-05-12 02:00:00, NightPrisoner ,Facebook, #Fearful #ImaginedHorrors ,18.0,36.0,India,2022,5,12,2,Thursday,Evening,eyes wide open in the night fearful shadows dancing on the walls the mind a prisoner of imagined horrors,Negative,"['#Fearful', '#ImaginedHorrors']"
" Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",2023-04-08 13:15:00, TightropeWalker ,Twitter, #Apprehensive #BalancingAct ,14.0,28.0,Uk,2023,4,8,13,Saturday,Afternoon,apprehensive steps on the tightrope of uncertainty a balancing act where the fall seems inevitable anxiety a constant companion,Neutral,"['#Apprehensive', '#BalancingAct']"
" Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",2021-06-25 17:50:00, AtlasBearer ,Instagram, #Overwhelmed #BouldersOfExhaustion ,22.0,44.0,Canada,2021,6,25,17,Friday,Evening,overwhelmed by the weight of the world atlas with trembling shoulders each responsibility a boulder in the landscape of exhaustion,Neutral,"['#Overwhelmed', '#BouldersOfExhaustion']"
